Date,Open,High,Low,Close
24/07/2014,17031,17063,16965,16998
25/07/2014,16977,17005,16846,16891
28/07/2014,16893,16938,16808,16916
29/07/2014,16914,16993,16840,16845
30/07/2014,16848,16926,16751,16821
31/07/2014,16822,16822,16488,16494
01/08/2014,16509,16549,16370,16416
04/08/2014,16429,16528,16378,16486
05/08/2014,16488,16500,16299,16366
06/08/2014,16369,16442,16272,16395
07/08/2014,16393,16459,16280,16321
08/08/2014,16322,16502,16208,16479
11/08/2014,16479,16581,16474,16515
12/08/2014,16525,16560,16465,16519
13/08/2014,16537,16634,16519,16619
14/08/2014,16626,16692,16597,16682
15/08/2014,16687,16742,16537,16631
18/08/2014,16666,16815,16657,16793
19/08/2014,16803,16899,16803,16881
20/08/2014,16885,16970,16855,16950
21/08/2014,16948,17050,16939,17016
22/08/2014,17018,17046,16962,16993
25/08/2014,17004,17103,17000,17056
26/08/2014,17051,17132,17037,17097
27/08/2014,17107,17119,17072,17093
28/08/2014,17096,17104,17007,17077
29/08/2014,17096,17134,17022,17085
02/09/2014,17076,17130,17001,17053
03/09/2014,17053,17154,17047,17073
04/09/2014,17072,17154,17017,17079
05/09/2014,17087,17133,16997,17117
08/09/2014,17120,17130,17070,17100
09/09/2014,17100,17122,16985,17034
10/09/2014,17031,17077,16967,17058
11/09/2014,17054,17066,16973,17043
12/09/2014,17061,17065,16935,16991
15/09/2014,16958,17053,16925,17028
16/09/2014,17038,17165,16977,17137
17/09/2014,17142,17217,17088,17152
18/09/2014,17168,17291,17155,17260
19/09/2014,17275,17369.32,17275,17369.32
22/09/2014,17200,17223,17005,17099
23/09/2014,17084,17111,16928,16963
24/09/2014,16936,17149,16936,17139
25/09/2014,17130,17149,16863,16900
26/09/2014,16902,17069,16880,17030
29/09/2014,17039,17039,16848,16980
30/09/2014,16980,17063,16930,16965
01/10/2014,16937,16984,16690,16740
02/10/2014,16734,16775,16589,16724
03/10/2014,16723,16947,16705,16921
06/10/2014,16923,17020,16844,16903
07/10/2014,16881,16904,16619,16651
08/10/2014,16623,16928,16582,16903
09/10/2014,16903,16949,16537,16610
10/10/2014,16541,16682,16427,16437
13/10/2014,16420,16526,16216,16232
14/10/2014,16227,16385,16195,16255
15/10/2014,16287,16329,15769,16007
16/10/2014,16007,16136,15785,16015
17/10/2014,16033,16347,16020,16309
20/10/2014,16334,16419,16163,16331
21/10/2014,16359,16560,16209,16547
22/10/2014,16546,16598,16383,16425
